Gui,func_548_a,*,*,drawCenteredString,"Renders the specified text to the screen, center-aligned."
Gui,func_549_a,*,*,drawGradientRect,"Draws a rectangle with a vertical gradient between the specified colors."
RenderBlocks,func_4152_a,*,*,renderStandardBlockWithColorMultiplier,"Renders a standard cube block at the given coordinates, with a given color ratio.  Args: block, x, y, z, r, g, b"
SpawnerAnimals,func_4153_a,*,*,getRandomSpawningPointInChunk,"Given a chunk, find a random position in it."
AxisAlignedBB,func_4150_a,*,*,isVecInside,"Checks if the specified vector is within bounds of the bounding box. Args: vec3D"
SpawnerAnimals,func_4154_a,*,*,performSpawning,"The main spawning algorithm, spawns three random creatures of types in the subclass array"
NoiseGenerator2,func_4155_a,*,*,wrap,"*"
EntityLiving,func_432_b,*,*,heal,"Heal living entity (param: amount of half-hearts)"
EntityWaterMob,func_433_a,*,*,getCanSpawnHere,"Checks if the entity's current position is a valid location to spawn this entity."
EntityLiving,func_430_f,*,*,getLook,"interpolated look vector"
EntityLiving,func_431_d,*,*,getSwingProgress,"Returns where in the swing animation the living entity is (from 0 to 1).  Args: partialTickTime"
EntitySpider,func_437_a,*,*,attackEntity,"Basic mob attack. Default to touch of death in EntityCreature. Overridden by each mob to define their attack."
EntityLiving,func_434_a,*,*,knockBack,"knocks back this entity"
EntityLiving,func_435_b,*,*,moveEntityWithHeading,"Moves the entity based on the specified heading.  Args: strafe, forward"
EntitySpider,func_438_i,*,*,findPlayerToAttack,"Finds the closest player within 16 blocks to attack, or null if this Entity isn't interested in attacking (Animals, Spiders at day, peaceful PigZombies)."
EntityAnimals,func_439_a,*,*,getBlockPathWeight,"Takes a coordinate in and returns a weight to determine how likely this creature will try to path to the block. Args: x, y, z"
RenderCreeper,func_183_a,*,*,updateCreeperColorMultiplier,"Updates color multiplier based on creeper state called by getColorMultiplier"
RenderPig,func_180_a,*,*,renderSaddledPig,"*"
RenderPlayer,func_187_a,*,*,setArmorModel,"Set the specified armor model as the player model. Args: player, armorSlot, partialTick"
RenderCreeper,func_184_a,*,*,updateCreeperScale,"Updates creeper scale in prerender callback"
RenderPlayer,func_185_b,*,*,drawFirstPersonHand,"*"
NetClientHandler,func_9446_a,*,*,handleHealth,"Recieves player health from the server and then proceeds to set it locally on the client."
CanvasIsomPreview,func_1270_b,*,*,loadWorld,"Loads the specified world."
CanvasIsomPreview,func_1271_a,*,*,isRunning,"Returns true if the thread is running, false otherwise."
CanvasIsomPreview,func_1273_c,*,*,exit,"Sets running to false to exit out of the display loop."
InventoryPlayer,func_506_f,*,*,getTotalArmorValue,"Based on the damage values and maximum damage values of each armor item, returns the current armor value."
InventoryPlayer,func_507_e,*,*,damageArmor,"Damages armor in each slot by the specified amount."
InventoryPlayer,func_504_a,*,*,addItemStackToInventory,"Adds the item stack to the inventory, returns false if it is impossible."
InventoryPlayer,func_505_f,*,*,getInventorySlotContainItem,"Returns a slot index in main inventory containing a specific itemID"
InventoryPlayer,func_503_g,*,*,dropAllItems,"Drop all armor and main inventory items."
InventoryPlayer,func_508_a,*,*,getStrVsBlock,"Gets the strength of the current item (tool) against the specified block, 1.0f if not holding anything."
InventoryPlayer,func_509_b,*,*,canHarvestBlock,"Returns whether the current item (tool) can harvest from the specified block (actually get a result)."
Tessellator,func_983_a,*,*,addVertexWithUV,"Adds a vertex specifying both x,y,z and the texture u,v for it."
Tessellator,func_980_b,*,*,setNormal,"Sets the normal for the current draw call."
Tessellator,func_981_a,*,*,setTextureUV,"Sets the texture coordinates."
Tessellator,func_986_a,*,*,setColorRGBA_F,"Sets the RGBA values for the color, converting from floats between 0 and 1 to integers from 0-255."
Tessellator,func_987_a,*,*,setColorOpaque_F,"Sets the RGB values as specified, converting from floats between 0 and 1 to integers from 0-255."
HashEntry,func_768_a,*,*,getHash,"Returns the hash code for this entry"
NibbleArray,func_769_a,*,*,isValid,"Returns if the byte array is null or not."
RecipesWeapons,func_766_a,*,*,addRecipes,"Adds the weapon recipes to the CraftingManager."
HashEntry,func_767_b,*,*,getValue,"Returns the object stored in this entry"
Tessellator,func_988_c,*,*,setTranslationF,"Sets the translation for all vertices in the current draw call. (F suffix indicates float parameters)"
Tessellator,func_989_c,*,*,disableColor,"Disables colors for the current draw call."
NBTTagCompound,func_762_a,*,*,setTag,"Stores the given tag into the map with the given string key. This is mostly used to store tag lists."
SaveHandler,func_22149_a,*,*,getChunkLoader,"Returns the chunk loader with the provided world provider"
NBTTagCompound,func_760_m,*,*,getBoolean,"Retrieves a boolean value using the specified key, or false if no such key was stored. This uses the getByte method."
NBTTagCompound,func_761_a,*,*,setByte,"Stores a new NBTTagByte with the given byte value into the map with the given string key."
World,func_647_i,*,*,canBlockSeeTheSky,"Checks if the specified block is able to see the sky"
World,func_646_n,*,*,isBlockGettingPowered,"Whether one of the neighboring blocks is putting power into this block. Args: x, y, z"
World,func_618_j,*,*,getBlockLightValue,"Gets the light value of a block location"
World,func_619_c,*,*,getCelestialAngle,"calls calculateCelestialAngle"
Entity,func_348_f,*,*,addVelocity,"Adds to the current velocity of the entity. Args: x, y, z"
EntityPlayerSP,func_349_c,*,*,moveEntity,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
Frustrum,func_344_a,*,*,isBoxInFrustum,"Calls the clipping helper. Returns true if the box is inside all 6 clipping planes, otherwise returns false."
World,func_613_a,*,*,addWorldAccess,"Adds a IWorldAccess to the list of worldAccesses"
Entity,func_347_a,*,*,setPosition,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
SoundManager,func_340_a,*,*,loadSoundSettings,"Used for loading sound settings from GameSettings"
World,func_617_e,*,*,notifyBlockChange,"The block type change and need to notify other systems  Args: x, y, z, blockID"
World,func_614_g,*,*,getFirstUncoveredBlock,"Returns the block ID of the first block at this (x,z) location with air above it, searching from sea level upwards."
Frustrum,func_343_a,*,*,setPosition,"*"
BlockBed,func_22030_c,*,*,getDirectionFromMetadata,"*"
BlockBed,func_22031_a,*,*,setBedOccupied,"Sets whether or not the bed is occupied."
BlockBed,func_22032_d,*,*,isBlockFootOfBed,"Returns whether or not this bed block is the foot of the bed."
EntityPlayerSP,func_9367_r,*,*,respawnPlayer,"*"
NetworkManager,func_968_b,*,*,isServerTerminating,"Is the server terminating? Client side aways returns false."
NetworkManager,func_969_e,*,*,getReadThread,"Returns the read thread."
RenderGlobal,func_960_a,*,*,clipRenderersByFrustrum,"Checks all renderers that previously weren't in the frustrum and 1/16th of those that previously were in the frustrum for frustrum clipping Args: frustrum, partialTickTime"
NetworkManager,func_963_f,*,*,getWriteThread,"Returns the write thread."
NetworkManager,func_964_b,*,*,sendPacket,"Sends a data packet if there is one to send, or sends a chunk data packet if there is one and the counter is up, or does nothing. If it sends a packet, it sleeps for 10ms."
NetworkManager,func_965_d,*,*,sendNetworkPacket,"Static accessor to sendPacket."
NetworkManager,func_966_c,*,*,readNetworkPacket,"Static accessor to readPacket."
NetworkManager,func_967_a,*,*,processReadPackets,"Checks timeouts and processes all pending read packets."
RenderEngine,func_1076_b,*,*,bindTexture,"*"
StringTranslate,func_20161_b,*,*,translateNamedKey,"Translate a key with a extra '.name' at end added, is used by blocks and items."
StringTranslate,func_20162_a,*,*,getInstance,"Return the StringTranslate singleton instance"
RenderEngine,func_1075_a,*,*,obtainImageData,"Return a ThreadDownloadImageData instance for the given URL.  If it does not already exist, it is created and uses the passed ImageBuffer.  If it does, its reference count is incremented."
AxisAlignedBB,func_1175_b,*,*,isVecInXZ,"Checks if the specified vector is within the XZ dimensions of the bounding box. Args: Vec3D"
MovementInputFromOptions,func_797_a,*,*,updatePlayerMoveState,"*"
MovementInputFromOptions,func_796_a,*,*,checkKeyForMovementInput,"Checks if a pressed key will change the movement state. Arg: keyPressed, keyState"
MinecartTrackLogic,func_795_a,*,*,getMinecartTrackLogic,"*"
AxisAlignedBB,func_1171_b,*,*,setBB,"Sets the bounding box to the same bounds as the bounding box passed in. Args: axisAlignedBB"
MinecartTrackLogic,func_793_b,*,*,isConnectedTo,"*"
Slot,func_20004_a,*,*,decrStackSize,"Decrease the size of the stack in slot (first int arg) by the amount of the second int arg. Returns the new stack."
MinecartTrackLogic,func_791_a,*,*,getNAdjacentTracks,"get number of adjacent tracks"
MinecartTrackLogic,func_790_c,*,*,getAdjacentTracks,"*"
EntityPlayer,func_6415_a_,*,*,useCurrentItemOnEntity,"Uses the currently equipped item on the specified entity. Args: entity"
EntityPlayer,func_6417_t,*,*,getScore,"*"
EntityPlayer,func_6416_v,*,*,getCurrentEquippedItem,"Returns the currently being used item by the player."
EntityPlayerSP,func_6419_n,*,*,getPlayerArmorValue,"*"
Packet,func_326_b,*,*,getPacketId,"Returns the ID of this packet."
RenderEngine,func_6526_a,*,*,readTextureImage,"Returns a BufferedImage read off the provided input stream.  Args: inputStream"
BlockFire,func_261_b,*,*,canBlockCatchFire,"Checks the specified block coordinate to see if it can catch fire.  Args: blockAccess, x, y, z"
Item,func_4019_b,*,*,saddleEntity,"saddles an entity"
ItemPickaxe,func_4018_a,*,*,canHarvestBlock,"Returns if the item (tool) can harvest results from the block type."
RenderEngine,func_1069_b,*,*,unwrapImageByColumns,"Takes an image with multiple 16-pixel-wide columns and creates a new 16-pixel-wide image where the columns are stacked vertically"
RenderEngine,func_1068_a,*,*,setupTexture,"Copy the supplied image onto the specified OpenGL texture"
RenderEngine,func_1065_b,*,*,refreshTextures,"Call setupTexture on all currently-loaded textures again to account for changes in rendering options"
RenderEngine,func_1066_a,*,*,registerTextureFX,"*"
ItemFishingRod,func_4017_a,*,*,isFull3D,"Returns True is the item is renderer in full 3D when hold."
MCHashTable,func_1060_f,*,*,grow,"Increases the number of hash slots"
EntitySorter,func_1063_a,*,*,sortByDistanceToEntity,"Sorts the two world renderers according to their distance to a given entity."
FontAllowedCharacters,func_20156_a,*,*,getAllowedCharacters,"Load the font.txt resource file, that is on UTF-8 format. This file contains the characters that minecraft can render Strings on screen."
EntityCow,func_353_a,*,*,interact,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
EntityPlayerSP,func_425_j,*,*,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
EntityLiving,func_424_C,*,*,jump,"jump, Causes this entity to do an upwards motion (jumping)"
EntityLiving,func_427_e,*,*,getPosition,"interpolated position vector"
EntityLiving,func_426_b,*,*,faceEntity,"changes pitch and yaw so that the entity calling the function is facing the entity provided as an argument"
EntityWaterMob,func_421_b,*,*,getMinimumLivingSoundHoldoffTime,"Long name for the number of cycles that must pass before an entity may re-vocalize its liveliness"
EntityLiving,func_420_c,*,*,canEntityBeSeen,"returns true if the entity provided in the argument can be seen. (Raytrace)"
EntityGhast,func_422_g,*,*,getDropItemId,"Returns the item ID for the item the mob drops on death."
EntitySpider,func_429_A,*,*,isOnLadder,"returns true if this entity is by a ladder, false otherwise"
Entity,func_9279_a,*,*,updateFallState,"Takes in the distance the entity has fallen this tick and whether its on the ground to update the fall distance and deal fall damage if landing on the ground.  Args: distanceFallenThisTick, onGround"
Item,func_197_c,*,*,getMaxDamage,"Returns the maximum damage an item can take."
ItemCloth,func_196_a,*,*,getIconIndex,"Returns the icon index of the stack given as argument."
ItemBucket,func_193_a,*,*,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
ItemBlock,func_192_a,*,*,onItemUse,"Callback for item usage. If the item does something special on right clicking, he will have one of those. Return True if something happen and false if it don't. This is for ITEMS, not BLOCKS !"
PathEntity,func_1205_a,*,*,getPosition,"Gets the position that an entity should be at in the current point in the path"
PathEntity,func_1207_b,*,*,isFinished,"Returns true if this path has reached the end"
PathEntity,func_1206_a,*,*,incrementPathIndex,"Directs this path to the next point in its array"
WorldRenderer,func_1201_d,*,*,callOcclusionQueryList,"Renders the occlusion query GL List"
WorldRenderer,func_1200_a,*,*,getGLCallListForPass,"Takes in the pass the call list is being requested for. Args: renderPass"
WorldRenderer,func_1203_g,*,*,setupGLTranslation,"*"
WorldRenderer,func_1202_a,*,*,distanceToEntity,"Returns the distance of this chunk renderer to the entity. Args: entity"
InventoryPlayer,func_511_b,*,*,decrementAnimations,"Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block."
InventoryPlayer,func_510_b,*,*,consumeInventoryItem,"removed one item of specified itemID from inventory (if it is in a stack, the stack size will reduce with 1)"
InventoryPlayer,func_513_b,*,*,readFromNBT,"Reads from the given tag list and fills the slots in the inventory with the correct items."
ThreadDownloadResources,func_1209_a,*,*,loadResource,"Loads a resource and passes it to Minecraft to install."
WorldGenFlowers,func_516_a,*,*,generate,"*"
EnumCreatureType,func_21170_a,*,*,getCreatureClass,"*"
EnumCreatureType,func_21171_c,*,*,getCreatureMaterial,"*"
NibbleArray,func_771_a,*,*,getNibble,"Returns the nibble of data corresponding to the passed in i,j,k. j is at most 6 bits, k is at most 4."
NibbleArray,func_770_a,*,*,setNibble,"Sets the nibble of data at i << 11 | k << 7 | j to l."
MouseHelper,func_772_c,*,*,mouseXYChange,"*"
Slot,func_775_c,*,*,getBackgroundIconIndex,"Returns the icon index on items.png that is used as background image of the slot."
Tessellator,func_990_b,*,*,setColorOpaque_I,"Sets the color to the given opaque value (stored as byte values packed in an integer)."
Tessellator,func_992_a,*,*,startDrawing,"Resets tessellator state and prepares for drawing (with the specified draw mode)."
Slot,func_779_d,*,*,onSlotChanged,"Called when the stack in a Slot changes"
EmptyChunk,func_999_b,*,*,getHeightValue,"Returns the value in the height map at this x, z coordinate in the chunk"
EmptyChunk,func_998_e,*,*,onChunkUnload,"Called when this Chunk is unloaded by the ChunkProvider"
BlockRedstoneWire,func_281_g,*,*,getMaxCurrentStrength,"Returns the current strength at the specified block if it is greater than the passed value, or the passed value otherwise.  Signature: (world, x, y, z, strength)"
BlockRedstoneWire,func_280_h,*,*,updateAndPropagateCurrentStrength,"Sets the strength of the wire current (0-15) for this block based on neighboring blocks and propagates to neighboring redstone wires"
BlockChest,func_283_a_,*,*,getBlockEntity,"Returns the TileEntity used by this block."
BlockRedstoneWire,func_282_i,*,*,notifyWireNeighborsOfNeighborChange,"Calls World.notifyBlocksOfNeighborChange() for all neighboring blocks, but only if the given block is a redstone wire."
BlockFurnace,func_285_a,*,*,updateFurnaceBlockState,"Update which block ID the furnace is using depending on whether or not it is burning"
BlockFurnace,func_284_h,*,*,setDefaultDirection,"set a blocks direction"
BlockFluids,func_287_j,*,*,checkForHarden,"Forces lava to check to see if it is colliding with water, and then decide what it should harden to."
BlockChest,func_286_h,*,*,isThereANeighborChest,"Checks the neighbor blocks to see if there is a chest there. Args: world, x, y, z"
BlockFluids,func_288_b,*,*,setFluidHeight,"*"
World,func_609_a,*,*,getClosestPlayerToEntity,"Gets the closest player to the entity within the specified distance (if distance is less than 0 then ignored). Args: entity, dist"
World,func_608_a,*,*,spawnPlayerWithLoadedChunks,"spawns a player, load data from level.dat if needed and loads surrounding chunks"
Entity,func_359_G,*,*,handleLavaMovement,"Whether or not the current entity is in lava"
Entity,func_358_c,*,*,addEntityID,"adds the ID of this entity to the NBT given"
EntityWaterMob,func_357_b,*,*,readEntityFromNBT,"(abstract) Protected helper method to read subclass entity data from NBT."
World,func_604_a,*,*,checkIfAABBIsClear,"Returns true if there are no solid, live entities in the specified AxisAlignedBB"
EntityItem,func_355_a,*,*,dealFireDamage,"Will deal the specified amount of damage to the entity if the entity isn't immune to fire damage. Args: amountDamage"
World,func_606_b,*,*,obtainEntitySkin,"Start the skin for this entity downloading, if necessary, and increment its reference counter"
ChunkCache,func_601_g,*,*,isBlockOpaqueCube,"Returns true if the block at the specified coordinates is an opaque cube. Args: x, y, z"
ChunkCache,func_600_a,*,*,getBlockId,"Returns the block ID at coords x,y,z"
Entity,func_351_a,*,*,moveFlying,"Used in both water and by flying objects"
EntityPlayer,func_350_p,*,*,updateRidden,"Handles updating while being ridden by an entity"
SaveHandler,func_22151_c,*,*,loadWorldInfo,"Returns a freshly loaded worldInfo from the save"
BlockBed,func_22027_j,*,*,setBounds,"Set the bounds of the bed block."
BlockBed,func_22029_f,*,*,isBedOccupied,"Return whether or not the bed is occupied."
BlockBed,func_22028_g,*,*,getNearestEmptyChunkCoordinates,"Gets the nearest empty chunk coordinates for the player to wake up from a bed into."
Tessellator,func_979_a,*,*,setColorOpaque,"Sets the RGB values as specified, and sets alpha to opaque."
Tessellator,func_978_a,*,*,setColorRGBA,"Sets the RGBA values for the color. Also clamps them to 0-255."
NetworkManager,func_973_c,*,*,readPacket,"Reads a single packet from the input stream and adds it to the read queue. If no packet is read, it shuts down the network."
NetworkManager,func_972_a,*,*,addToSendQueue,"Adds the packet to the correct send queue (chunk data packets go to a separate queue)."
NetworkManager,func_971_a,*,*,isRunning,"Whether the network is operational."
NetworkManager,func_970_a,*,*,onNetworkError,"Used to report network errors and causes a network shutdown."
Tessellator,func_977_b,*,*,startDrawingQuads,"Sets draw mode in the tessellator to draw quads."
RecipesFood,func_976_a,*,*,addRecipes,"Adds the food recipes to the CraftingManager."
MobSpawnerBase,func_4119_a,*,*,getBiome,"*"
ModelBiped,func_20095_a,*,*,renderEars,"renders the ears (specifically, deadmau5's)"
ModelBiped,func_20096_b,*,*,renderCloak,"Renders the cloak of the current biped (in most cases, it's a player)"
BlockStairs,func_245_h,*,*,isCollidable,"Returns if this block is collidable (only used by Fire). Args: x, y, z"
TexturePackList,func_6530_b,*,*,availableTexturePacks,"Returns a list of the available texture packs."
TexturePackList,func_6531_a,*,*,setTexturePack,"Sets the new TexturePack to be used, returning true if it has actually changed, false if nothing changed."
Render,func_4009_a,*,*,setRenderManager,"Sets the RenderManager."
RenderEngine,func_1078_a,*,*,deleteTexture,"Deletes a single GL texture"
EntityList,func_1079_a,*,*,createEntityInWorld,"Creates an entity of the given name in the world."
StringTranslate,func_20160_a,*,*,translateKeyFormat,"Translate a key to current language applying String.format()"
RenderEngine,func_1077_b,*,*,weightedAverageColor,"Uses the alpha of the two colors passed in to determine the contributions of each color.  If either of them has an alpha greater than 0 then the returned alpha is 255 otherwise its zero if they are both zero. Args: color1, color2"
RenderEngine,func_1074_a,*,*,allocateAndSetupTexture,"Copy the supplied image onto a newly-allocated OpenGL texture, returning the allocated texture name"
MinecraftAppletImpl,func_4007_a,*,*,displayUnexpectedThrowable,"Displays an unexpected error that has come up during the game."
RenderEngine,func_1072_a,*,*,averageColor,"Takes two colors and returns the average of them. Args: color1, color2"
RenderEngine,func_1073_b,*,*,releaseImageData,"Decrements the reference count for a given URL, deleting the image data if the reference count hits 0"
RenderEngine,func_1070_a,*,*,getTexture,"*"
RenderEngine,func_1071_a,*,*,getTextureForDownloadableImage,"Takes a URL of a downloadable image and the name of the local image to be used as a fallback.  If the image has been downloaded, returns the GL texture of the downloaded image, otherwise returns the GL texture of the fallback image."
EntityList,func_1083_b,*,*,getEntityString,"gets the string representation of a specific entity"
BlockLeaves,func_240_a,*,*,idDropped,"Returns the ID of the items to drop on destruction."
RenderItem,func_161_a,*,*,renderItemIntoGUI,"Renders the item's icon or block into the UI at the specified position."
RenderItem,func_162_a,*,*,renderQuad,"Adds a quad to the tesselator at the specified position with the set width and height and color.  Args: tessellator, x, y, width, height, color"
RenderItem,func_163_a,*,*,renderTexturedQuad,"Adds a textured quad to the tesselator at the specified position with the specified texture coords, width and height.  Args: x, y, u, v, width, height"
RenderItem,func_164_b,*,*,renderItemOverlayIntoGUI,"Renders the item's overlay information. Examples being stack count or damage on top of the item's image at the specified position."
RenderItem,func_165_a,*,*,renderItemIntoWorld,"I think this renders an item in the world?"
RenderPlayer,func_166_a,*,*,shouldRenderPass,"Queries whether should render the specified pass or not."
RenderBlocks,func_1214_n,*,*,renderBlockStairs,"Renders a stair block at the given coordinates"
World,func_9424_o,*,*,updateEntityList,"*"
ThreadDownloadResources,func_1212_a,*,*,downloadResource,"Downloads the resource and saves it to disk."
OpenGlCapsChecker,func_1213_a,*,*,checkARBOcclusion,"Checks if we support OpenGL occlusion."
RenderBlocks,func_1216_f,*,*,renderBlockMinecartTrack,"Renders a minecart track block at the given coordinates"
RenderBlocks,func_1217_b,*,*,renderTopFace,"Renders the given texture to the top face of the block. Args: block, x, y, z, texture"
EnumCreatureType,func_21169_b,*,*,getMaxNumberOfCreature,"*"
EnumCreatureType,func_21168_d,*,*,getPeacefulCreature,"Gets whether or not this creature type is peaceful."
GuiScreen,func_568_a,*,*,deleteWorld,"Deletes the selected world."
GuiScreen,func_569_f,*,*,handleKeyboardInput,"Handles keyboard input."
ThreadDownloadResources,func_1210_a,*,*,reloadResources,"Reloads the resource folder and passes the resources to Minecraft to install."
ThreadDownloadResources,func_1211_a,*,*,downloadAndInstallResource,"Downloads the resource and saves it to disk then installs it."
GuiScreen,func_564_d,*,*,handleInput,"Delegates mouse and keyboard input."
WatchableObject,func_21162_a,*,*,setWatching,"*"
WatchableObject,func_21161_a,*,*,getDataValueId,"*"
GuiScreen,func_567_a,*,*,drawWorldBackground,"*"
GuiButton,func_560_b,*,*,mouseDragged,"Fired when the mouse button is dragged. Equivalent of MouseListener.mouseDragged(MouseEvent e)."
GuiButton,func_561_a,*,*,drawButton,"Draws this button to the screen."
GuiButton,func_562_c,*,*,mousePressed,"Returns true if the mouse has been pressed on this control. Equivalent of MouseListener.mousePressed(MouseEvent e)."
RenderBlocks,func_1219_a,*,*,renderItemIn3d,"checks if int i (the items getRenderType() number) should be rendered as a regular block or not"
BlockSand,func_316_a_,*,*,canFallBelow,"Checks to see if the sand can fall into the block below it"
GuiScreen,func_565_a,*,*,mouseClicked,"Called when the mouse is clicked."
GuiScreen,func_566_e,*,*,handleMouseInput,"Handles mouse input."
World,func_704_b,*,*,getChunkFromChunkCoords,"Returns back a chunk looked up by chunk coordinates Args: x, y"
World,func_705_f,*,*,joinEntityInSurroundings,"spwans an entity and loads surrounding chunks"
World,func_706_k,*,*,isBlockIndirectlyProvidingPowerTo,"Is a block next to you getting powered (if its an attachable block) or is it providing power directly to you.  Args: x, y, z, direction"
WatchableObject,func_21160_a,*,*,setObject,"*"
World,func_700_a,*,*,TickUpdates,"Runs through the list of updates to run and ticks them"
World,func_701_b,*,*,markBlocksDirty,"*"
World,func_702_a,*,*,getPathToEntity,"Returns a path between two entities"
World,func_708_k,*,*,canExistingBlockSeeTheSky,"Determines if a block can see the sky or not, but if the proper chunk does not already exist, it does not create a new one."
RenderBlocks,func_1218_o,*,*,renderBlockDoor,"Renders a door block at the given coordinates"
EntityList,func_1082_a,*,*,getEntityID,"gets the entityID of a specific entity"
Entity,func_363_d,*,*,writeToNBT,"Save the entity to NBT (calls an abstract helper method to write extra data)"
Entity,func_360_d,*,*,getDistanceSq,"Gets the squared distance to the position. Args: x, y, z"
Entity,func_361_e,*,*,getDistance,"Gets the distance to the position. Args: x, y, z"
EntityBoat,func_366_i_,*,*,updateRiderPosition,"*"
Entity,func_367_b,*,*,dropItem,"Drops an item stack at the entity's position. Args: itemID, count"
